Brand,Description,Catérogie,Format (petit),Prix Total,Prix unitaire,Format (grand),Prix Total,Prix unitaire,URL
Livia,Antipasti à la calabrese 375 ml,epicerie,unité (375ml),2.49,0.664,caisse (12x375ml),25.99,0.578,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/antipasto-calabre-livia-29720/
Livia,Antipasto calabrese piquant 4 L,epicerie,unité (4L),27.99,0.7,caisse (2X4L),49.99,0.625,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/antipasto-calabrese-piquant-livia-48428/
Cucina d'Oro,Antipasto italien piquant 510 g,epicerie,unité (510g),3.99,0.782,caisse (12X510g),43.99,0.719,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/antipasto-italien-piquant-cucina-doro-36583/
Livia,Antipasto piquant calabrese 1 L,epicerie,unité (1L),5.79,0.579,caisse (12X1L),64.69,0.539,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/antipasto-piquant-calabrese-livia-48429/
Berthelet,"Aromates en poudre 1,5 kg",epicerie,unité (1.5kg),16.49,1.099,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/aromates-en-poudre-berthelet-00772/
Marcellas,"Artichaut en quartiers 1,7 L",epicerie,unité (1.7L),12.79,0.752,caisse (6x1.7L),71.99,0.706,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichaut-en-quartier-marcellas-37446/
Golosini,Artichauts avec tige 720 ml,epicerie,unité (720ml),11.49,1.596,caisse (11X720ml),120.99,1.528,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichauts-avec-tige-golosini-32432/
Diana,Artichauts en quartier marinés 1 L,epicerie,unité (1L),5.99,0.599,caisse (12X1L),65.99,0.55,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichauts-en-quartier-marines-diana-47566/
Emma,Artichauts grillés avec les tiges dans l'huile 1 L,epicerie,unité (1L),14.99,1.499,caisse (6x1L),83.99,1.4,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichauts-grilles-avec-les-tiges-dans-lhuile-emma-08870/
Golosini,Artichauts grillés dans l'huile 3 L,epicerie,unité (3L),48.99,1.633,caisse (2x3L),92.99,1.55,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichauts-grilles-dans-lhuile-golosini-07731/
Golosini,Artichauts grillés dans l'huile 3 L,epicerie,unité (3L),48.99,1.633,caisse (2x3L),92.99,1.55,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichauts-grilles-dans-lhuile-golosini-07731/
Golosini,Artichauts grillés dans l'huile 720 ml,epicerie,unité (720ml),12.99,1.804,caisse (11X720ml),133.99,1.692,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichauts-grilles-dans-lhuile-golosini-32433/
Lena,Artichauts rôtis 3 L,epicerie,unité (3L),40.99,1.366,caisse (2X3L),76.99,1.283,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichauts-rotis-lena-42949/
Lena,Artichauts rôtis 3 L,epicerie,unité (3L),40.99,1.366,caisse (2X3L),76.99,1.283,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/artichauts-rotis-lena-42949/
Sun Med,Asperges vertes 341 ml,epicerie,unité (341ML),2.29,0.672,caisse (24X341ML),45.99,0.562,https://www.mayrand.ca/fr/nos-produits/epicerie/legumes-en-conserve/legumes/aaperge-verte-sun-med-34847/
Aurora,Asperges vertes assaisonnées 314 ml,epicerie,unité (314ml),3.49,1.111,caisse (12x314ml),37.99,1.008,https://www.mayrand.ca/fr/nos-produits/epicerie/marinade/legumes-marines/asperges-vertes-assaisonnees-aurora-03067/
Rose Hill,Assaisonnement Souvlaki 700 g,epicerie,unité (700g),10.99,1.57,caisse (6X700g),60.99,1.452,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-souvlaki-rose-hill-41900/
Rose Hill,Assaisonnement Souvlaki 700 g,epicerie,unité (700g),10.99,1.57,caisse (6X700g),60.99,1.452,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-souvlaki-rose-hill-41900/
Club House,Assaisonnement ail et herbes 131 g,epicerie,unité (131g),4.29,3.275,caisse (6x131g),25.79,3.281,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-ail-et-herbes-club-house-31941/
Club House,Assaisonnement ail et herbes sans sel 142 g,epicerie,unité (142g),4.29,3.021,caisse (6x142g),25.79,3.027,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-ail-et-herbes-sans-sel-club-house-31936/
Club House,Assaisonnement ail et oignon 127 g,epicerie,unité (127g),4.29,3.378,caisse (6x127g),25.79,3.385,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-ail-et-oignon-club-house-31940/
Club House,Assaisonnement ail plus 141 g,epicerie,unité (141g),4.29,3.043,caisse (6x141g),25.79,3.048,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-ail-plus-club-house-31923/
Club House,Assaisonnement ail plus 141 g,epicerie,unité (141g),4.29,3.043,caisse (6x141g),25.79,3.048,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-ail-plus-club-house-31923/
Club House,Assaisonnement ail rôti et poivrons 144 g,epicerie,unité (144g),4.29,2.979,caisse (6x144g),25.79,2.985,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-ail-roti-et-poivrons-club-house-31934/
Rose Hill,Assaisonnement ancho et chipotle 600 g,epicerie,unité (600g),12.49,2.082,caisse (6X600g),69.99,1.944,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-ancho-et-chipotle-rose-hill-21774/
Club House,Assaisonnement au sel rose de l'Himalaya 181 g,epicerie,unité (181g),4.29,2.37,caisse (6x181g),25.79,2.375,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-sel-rose-de-lhimalaya-club-house-31939/
Rose Hill,Assaisonnement barbecue 1 kg,epicerie,unité (1kg),9.99,0.999,caisse (6X1kg),54.99,0.917,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-barbecue-rose-hill-38170/
Berthelet,Assaisonnement barbecue côtes levées 1 kg,epicerie,unité (1kg),9.79,0.979,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-barbecue-cotes-levees-berthelet-00773/
Berthelet,Assaisonnement barbecue côtes levées 1 kg,epicerie,unité (1kg),9.79,0.979,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-barbecue-cotes-levees-berthelet-00773/
Club House,Assaisonnement cajun 120 g,epicerie,unité (120g),4.29,3.575,caisse (6x120g),25.79,3.582,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-cajun-club-house-31920/
Rose Hill,Assaisonnement cajun 650 g,epicerie,unité (650g),12.99,1.998,caisse (6X650g),71.99,1.846,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-cajun-rose-hill-48416/
Nutrivilla,Assaisonnement chipotle fumée 500 g,epicerie,unité (500g),16.99,3.398,caisse (6X500g),95.99,3.2,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-chipotle-fumee-nutrivilla-25399/
Club House,Assaisonnement citron et fines herbes 134 g,epicerie,unité (134g),4.29,3.201,caisse (6x134g),25.79,3.208,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-citron-et-fines-herbes-club-house-31925/
Rose Hill,Assaisonnement citron et herbes 700 g,epicerie,unité (700g),14.99,2.141,caisse (6X700g),82.99,1.976,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-citron-et-herbes-rose-hill-48415/
Rose Hill,Assaisonnement citron et poivre 700 g,epicerie,unité (700g),12.99,1.856,caisse (6X700g),74.99,1.785,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-citron-et-poivre-rose-hill-45045/
Nutrivilla,Assaisonnement côtelettes d'agneau 450 g,epicerie,unité (450g),10.99,2.442,caisse (6X450g),60.99,2.259,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-cotelettes-dagneau-nutrivilla-25398/
Berthelet,"Assaisonnement côtes levées barbecue 5,45 kg",epicerie,unité (5.45kg),36.99,0.679,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-cotes-levees-barbecue-berthelet-20139/
Club House,Assaisonnement fines herbes 111 g,epicerie,unité (111g),4.29,3.865,caisse (6x111g),25.79,3.872,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-fines-herbes-club-house-31935/
Club House,Assaisonnement fumé au bois de pommier 168 g,epicerie,unité (168g),5.99,3.565,caisse (6x168g),35.99,3.57,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-fume-au-bois-de-pommier-club-house-31969/
Club House,Assaisonnement grec 120 g,epicerie,unité (120g),4.29,3.575,caisse (6x120g),25.79,3.582,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-grec-club-house-31924/
Club House,Assaisonnement herbes et poivre sans sel 117 g,epicerie,unité (117g),4.29,3.667,caisse (6x117g),25.79,3.674,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-herbes-et-poivre-sans-sel-club-house-31937/
Club House,Assaisonnement italiano 123 g,epicerie,unité (123g),4.29,3.488,caisse (6x123g),25.79,3.495,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-italiano-club-house-31919/
Nutrivilla,Assaisonnement jardinière 300 g,epicerie,unité (300g),9.99,3.33,caisse (6X300g),54.99,3.055,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-jardiniere-nutrivilla-25401/
Parador,Assaisonnement liquide fines herbes pour riz 250 ml,epicerie,unité (250ml),2.79,1.116,caisse (12X250ml),30.99,1.033,https://www.mayrand.ca/fr/nos-produits/epicerie/condiment/sauce-condiment/assaisonnement-liquide-fines-herbes-pour-riz-parador-31096/
Club House,Assaisonnement oignon burger steakhouse,epicerie,unité (169g),5.99,3.544,caisse (6x169g),35.99,3.549,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-oignon-burger-steakhouse-club-house-31968/
Club House,Assaisonnement original sans sel 125 g,epicerie,unité (125g),4.29,3.432,caisse (6x125g),25.79,3.439,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-original-sans-sel-club-house-31938/
Club House,Assaisonnement parmesan et fines herbes 135 g,epicerie,unité (135g),4.29,3.178,caisse (6x135g),25.79,3.184,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-parmesan-et-fines-herbes-club-house-31933/
Rose Hill,Assaisonnement piri piri 600 g,epicerie,unité (600g),12.49,2.082,caisse (6X600g),67.99,1.889,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-piri-piri-rose-hill-25046/
Club House,Assaisonnement plein goût pour bagel avec herbes 141 g,epicerie,unité (141g),4.29,3.043,caisse (6x141g),25.79,3.048,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-plein-gout-pour-bagel-avec-herbes-club-house-31986/
Rose Hill,Assaisonnement poisson et fruit de mer 780 g,epicerie,unité (780g),11.99,1.537,caisse (6X780g),66.99,1.431,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-poisson-et-fruit-de-mer-rose-hill-32246/
Nutrivilla,Assaisonnement poivre à l'érable 550 g,epicerie,unité (550g),13.99,2.544,caisse (6X550g),76.99,2.333,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-poivre-a-lerable-nutrivilla-25394/
Nutrivilla,Assaisonnement poivre à l'érable 550 g,epicerie,unité (550g),13.99,2.544,caisse (6X550g),76.99,2.333,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-poivre-a-lerable-nutrivilla-25394/
La grille,Assaisonnement poivre épicé 150 g,epicerie,unité (150g),5.99,3.993,caisse (6x150g),35.99,3.999,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-poivre-epice-la-grille-31958/
La grille,Assaisonnement poulet Montréal 170 g,epicerie,unité (170g),5.99,3.524,caisse (6x170g),35.99,3.528,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-poulet-montreal-la-grille-31954/
La grille,Assaisonnement poulet Montréal sans sel 131 g,epicerie,unité (131g),5.99,4.573,caisse (6x131g),35.99,4.579,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-poulet-montreal-sans-sel-la-grille-31961/
La grille,Assaisonnement poulet barbecue 203 g,epicerie,unité (203g),5.99,2.951,caisse (6x203g),35.99,2.955,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-poulet-barbecue-la-grille-31960/
Club House,Assaisonnement pour boisson césar 180 g,epicerie,unité (180g),3.79,2.106,caisse (6x180g),22.79,2.11,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-boisson-cesar-club-house-31917/
Club house,Assaisonnement pour fondue chinoise 42 g,epicerie,unité (42g),1.79,4.262,caisse (12x42g),16.99,3.371,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/assaisonnement-pour-fondue-chinoise-club-house-30494/
La grille,Assaisonnement pour légumes 148 g,epicerie,unité (148g),5.99,4.047,caisse (6x148g),35.99,4.053,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-legumes-la-grille-31957/
LA GRILLE,Assaisonnement pour légumes sans sel 120 g,epicerie,unité (120g),5.99,4.992,caisse (6x120g),35.99,4.999,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-legumes-sans-sel-la-grille-31964/
LA GRILLE,Assaisonnement pour légumes sans sel 120 g,epicerie,unité (120g),5.99,4.992,caisse (6x120g),35.99,4.999,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-legumes-sans-sel-la-grille-31964/
La grille,Assaisonnement pour légumes sans sel 122 g,epicerie,unité (122g),5.99,4.91,caisse (6x122g),35.99,4.917,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-legumes-sans-sel-la-grille-31963/
Nutrivilla,Assaisonnement pour poisson et tartare 200 g,epicerie,unité (200g),8.99,4.495,caisse (6X200g),49.99,4.166,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-poisson-et-tartare-nutrivilla-25393/
Nutrivilla,Assaisonnement pour poisson et tartare 200 g,epicerie,unité (200g),8.99,4.495,caisse (6X200g),49.99,4.166,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-poisson-et-tartare-nutrivilla-25393/
La grille,Assaisonnement pour porc 120 g,epicerie,unité (120g),5.99,4.992,caisse (6x120g),35.99,4.999,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-porc-la-grille-31962/
Rose Hill,Assaisonnement pour poulet 650 g,epicerie,unité (650g),11.99,1.845,caisse (6X650g),62.99,1.615,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-poulet-rose-hill-46512/
Club House,Assaisonnement pour poulet barbecue sans sel 155 g,epicerie,unité (155g),5.99,3.865,caisse (6x155g),35.99,3.87,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-poulet-barbecue-sans-sel-club-house-31967/
Club House,Assaisonnement pour poulet bbq 890 g,epicerie,unité (890g),10.99,1.235,caisse (12x890ml),126.99,1.189,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-poulet-bbq-club-house-16068/
Rose Hill,Assaisonnement pour riz aux légumes 750 g,epicerie,unité (750g),9.99,1.332,caisse (6X750g),56.99,1.266,https://www.mayrand.ca/fr/nos-produits/epicerie/soupe-et-bouillon/soupe/assaisonnement-pour-riz-aux-legumes-rose-hill-41905/
Parador,Assaisonnement pour riz à l'oriental 250 ml,epicerie,unité (250ml),2.79,1.116,caisse (12X250ml),30.99,1.033,https://www.mayrand.ca/fr/nos-produits/epicerie/condiment/sauce-condiment/assaisonnement-pour-riz-a-loriental-parador-31093/
Parador,Assaisonnement pour riz à l'oriental 250 ml,epicerie,unité (250ml),2.79,1.116,caisse (12X250ml),30.99,1.033,https://www.mayrand.ca/fr/nos-produits/epicerie/condiment/sauce-condiment/assaisonnement-pour-riz-a-loriental-parador-31093/
Club House,Assaisonnement pour saumon sans sel 140 g,epicerie,unité (140g),5.99,4.279,caisse (6x140g),35.99,4.285,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-saumon-sans-sel-club-house-31966/
Nutrivilla,Assaisonnement pour spaghetti de la nonna 400 g,epicerie,unité (400g),10.99,2.748,caisse (6X400g),61.99,2.583,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-pour-spaghetti-de-la-nonna-nutrivilla-25397/
Berthelet,Assaisonnement salade 650 g,epicerie,unité (650g),12.99,1.998,N/A,N/A,N/A,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-salade-berthelet-32801/
Rose Hill,Assaisonnement salade et trempette 700 g,epicerie,unité (700g),10.99,1.57,caisse (6X700g),59.99,1.428,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-salade-et-trempette-rose-hill-41904/
Nutrivilla,Assaisonnement shish taouk poulet 450 g,epicerie,unité (450g),10.99,2.442,caisse (6X450g),58.99,2.185,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-shish-taouk-poulet-nutrivilla-25395/
Rose Hill,Assaisonnement style grec 520 g,epicerie,unité (520g),9.79,1.883,caisse (6X520g),54.99,1.763,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-style-grec-rose-hill-48394/
Club House,Assaisonnement style sud ouest 125 g,epicerie,unité (125g),5.99,4.792,caisse (6x125g),35.99,4.799,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-style-sud-ouest-club-house-31972/
Club House,Assaisonnement style sud ouest 125 g,epicerie,unité (125g),5.99,4.792,caisse (6x125g),35.99,4.799,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-style-sud-ouest-club-house-31972/
Rose Hill,Assaisonnement taco et fajitas 650 g,epicerie,unité (650g),11.49,1.768,caisse (6X650g),62.99,1.615,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-taco-et-fajitas-rose-hill-41901/
Club House,Assaisonnement tex mex 136 g,epicerie,unité (136g),4.29,3.154,caisse (6x136g),25.79,3.161,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-tex-mex-club-house-31918/
Club House,Assaisonnement à l'italienne 45 g,epicerie,unité (45g),6.99,15.533,caisse (6x45g),41.99,15.552,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-a-litalienne-club-house-31898/
Club house,Assaisonnement épicé pour spaghetti 405 g,epicerie,unité (405g),11.49,2.837,caisse (12x405g),127.79,2.629,https://www.mayrand.ca/fr/nos-produits/epicerie/epice-sel-et-poivre/epice/assaisonnement-epice-pour-spaghetti-club-house-16160/
Kinder,Assortiment de chocolat pour Pâques avec toutou 116 g,epicerie,unité (116g),13.39,11.543,caisse (16x116g),189.99,10.237,https://www.mayrand.ca/fr/nos-produits/epicerie/confiserie/chocolat/chocolat-assortiment-avec-une-peluche-kinder-16122/
La Suissa,Assortiment de chocolats 230 g,epicerie,unité (230g),10.79,4.691,caisse (9X230g),87.99,4.251,https://www.mayrand.ca/fr/nos-produits/epicerie/confiserie/chocolat/assortiment-de-chocolats-la-suissa-41523/
La Suissa,Assortiment de chocolats pralinés 225 g,epicerie,unité (225g),11.99,5.329,caisse (6X225g),64.99,4.814,https://www.mayrand.ca/fr/nos-produits/epicerie/confiserie/chocolat/assortiment-de-chocolats-pralines-la-suissa-17375/
Hostess,Assortiment de croustilles x36,epicerie,N/A,N/A,N/A,caisse (36un),25.99,0.722,https://www.mayrand.ca/fr/nos-produits/epicerie/croustille-et-grignotine/croustille/assortiment-de-croustilles-hostess-09287/
